Age,Income,City,Vehicle_Budget,Driving_Habits,Environmental_Concern,Will_Buy_EV
56.0,1297158.0,Hyderabad,338009,Medium,2,0
57.0,1541814.0,Bangalore,1724930,Low,4,0
20.0,1964571.0,Mumbai,888264,High,4,0
44.0,1532907.0,Pune,1592866,High,5,1
55.0,1104445.0,Pune,1780229,Low,1,1
36.0,853009.0,Delhi,370935,High,3,1
60.0,830971.0,Bangalore,1313927,Medium,3,0
43.0,2877528.0,Mumbai,1073056,High,5,0
21.0,1817270.0,Delhi,1396949,Medium,5,0
59.0,1208725.0,Bangalore,746030,High,2,0
34.0,1160985.0,Hyderabad,496209,High,5,1
51.0,347049.0,Hyderabad,1829132,Medium,3,0
58.0,1245323.0,Delhi,1213112,High,1,0
25.0,1686631.0,Mumbai,1133404,Medium,1,1
20.0,1699666.0,Bangalore,459219,Medium,3,0
,1612160.0,Hyderabad,319295,High,2,1
58.0,435994.0,Hyderabad,1032172,High,1,0
36.0,1960177.0,Mumbai,993613,Medium,1,1
53.0,1453149.0,Delhi,1092270,Low,2,1
60.0,1979069.0,Pune,513765,High,1,0
48.0,1309057.0,Bangalore,1023040,High,4,0
28.0,489884.0,Hyderabad,1428518,Low,3,0
32.0,1168147.0,Pune,800704,Low,1,0
25.0,1745309.0,Mumbai,588558,High,1,0
25.0,1522601.0,Delhi,1147589,High,2,1
39.0,1547716.0,Bangalore,806212,High,1,0
22.0,887537.0,Mumbai,1378059,Low,2,0
36.0,1895060.0,Delhi,806399,High,3,0
31.0,1810041.0,Mumbai,1229017,Low,4,1
64.0,1314702.0,Hyderabad,1010909,Low,5,1
20.0,1567251.0,Hyderabad,738018,Medium,3,0
36.0,226119.0,Pune,603053,Low,1,0
22.0,3368128.0,Mumbai,614533,Medium,4,0
45.0,1365470.0,Hyderabad,1567856,Low,5,0
34.0,1407563.0,Delhi,1848452,Low,5,0
55.0,1644500.0,Pune,1688887,Medium,1,0
51.0,631965.0,Bangalore,1414085,Medium,5,1
51.0,1293565.0,Mumbai,793417,Medium,5,0
23.0,1175648.0,Hyderabad,594435,Medium,3,1
37.0,1255129.0,Delhi,452889,Medium,3,0
38.0,1790745.0,Mumbai,639112,Medium,5,1
62.0,201379.0,Delhi,1957351,Medium,2,1
54.0,552935.0,Pune,1609597,Low,1,1
59.0,1616384.0,Hyderabad,1196435,Low,2,1
33.0,269306.0,Hyderabad,1306176,Medium,2,0
52.0,1661518.0,Pune,433631,High,5,0
33.0,1492401.0,Delhi,1101176,Medium,1,1
53.0,1126592.0,Mumbai,1772947,High,2,1
23.0,1676106.0,Delhi,1587482,Low,3,0
43.0,711030.0,Mumbai,1107453,Low,3,1
48.0,1877376.0,Pune,356898,High,1,1
38.0,478494.0,Bangalore,903011,Low,2,0
25.0,1748971.0,Mumbai,615320,Medium,4,0
52.0,1348175.0,Hyderabad,663582,High,4,0
59.0,1854261.0,Hyderabad,882687,High,1,0
38.0,1590229.0,Hyderabad,1823703,Low,1,1
20.0,742057.0,Delhi,876722,High,4,0
24.0,,Delhi,1837486,High,2,0
46.0,825872.0,Delhi,679442,High,2,1
35.0,1557085.0,Hyderabad,413214,Low,5,1
25.0,512329.0,Mumbai,626735,High,1,0
59.0,1906722.0,Hyderabad,1355062,High,2,0
32.0,1375101.0,Mumbai,1545037,Medium,4,1
54.0,1643412.0,Delhi,328800,Medium,4,0
38.0,760591.0,Bangalore,1177586,High,3,0
31.0,1268165.0,Delhi,992580,Low,2,1
35.0,1513602.0,Pune,948610,High,5,0
62.0,380394.0,Mumbai,1011614,Low,5,0
29.0,853524.0,Bangalore,574013,Medium,1,0
44.0,617740.0,Delhi,1221680,Medium,3,0
39.0,1219705.0,Bangalore,860742,High,4,1
50.0,215861.0,Hyderabad,1833808,Low,4,0
23.0,815995.0,Mumbai,1736313,Low,1,0
63.0,1564981.0,Pune,1681493,Low,5,1
42.0,858197.0,Hyderabad,1243957,High,5,1
21.0,536279.0,Bangalore,1667533,Low,4,1
41.0,778668.0,Delhi,1414902,Medium,1,0
56.0,829313.0,Mumbai,1920459,Low,2,0
27.0,1953767.0,Pune,1854282,Low,3,0
26.0,420421.0,Delhi,745402,High,5,0
33.0,1155759.0,Pune,1166722,High,5,0
22.0,1493073.0,Mumbai,771819,High,5,1
35.0,1933456.0,Bangalore,1606760,High,2,1
38.0,1671333.0,Pune,971969,High,2,0
37.0,1183276.0,Mumbai,1311021,Low,3,0
35.0,244397.0,Pune,420036,Low,5,0
27.0,1063517.0,Delhi,1862946,High,4,0
52.0,1050297.0,Pune,778315,High,5,0
31.0,1669245.0,Delhi,1423115,Low,3,0
30.0,1704137.0,Delhi,851356,High,3,1
24.0,1087159.0,Mumbai,1395572,Medium,4,0
46.0,1654698.0,Hyderabad,1278950,Low,2,0
31.0,477132.0,Pune,1438016,Medium,4,1
36.0,1407371.0,Bangalore,467906,Low,3,0
25.0,758088.0,Delhi,1183372,Low,4,1
52.0,1434008.0,Hyderabad,583551,Low,5,0
24.0,1674327.0,Delhi,1828021,Low,3,0
47.0,399548.0,Hyderabad,1709270,Low,2,0
33.0,1506229.0,Hyderabad,649801,Low,2,1
24.0,1825148.0,Bangalore,809522,Low,4,0
52.0,1829096.0,Hyderabad,326403,High,4,0
60.0,244420.0,Bangalore,1622357,High,4,0
38.0,1024142.0,Mumbai,963972,High,5,0
41.0,1714289.0,Delhi,1510058,Medium,2,0
24.0,,Bangalore,1222664,Low,3,1
21.0,1682290.0,Delhi,1408684,High,3,0
49.0,1017715.0,Pune,1579323,High,2,0
58.0,1445817.0,Mumbai,700944,High,4,0
23.0,1189862.0,Pune,500846,Low,1,0
52.0,1966393.0,Pune,1571948,Low,4,1
32.0,1498439.0,Hyderabad,1072660,Medium,2,0
39.0,225968.0,Hyderabad,580608,Medium,5,0
26.0,1311084.0,Pune,1249447,Low,4,1
34.0,960151.0,Hyderabad,830207,Medium,3,0
,1967156.0,Delhi,1254596,High,5,1
33.0,575579.0,Hyderabad,1094229,Medium,2,0
42.0,1333942.0,Pune,482959,High,1,0
38.0,1778602.0,Hyderabad,388003,Medium,4,0
48.0,1251674.0,Hyderabad,1699992,High,5,0
39.0,1344000.0,Bangalore,1816349,Medium,5,1
48.0,928993.0,Bangalore,1744850,Medium,3,1
43.0,1851536.0,Pune,1976502,Low,4,0
37.0,1548964.0,Delhi,687804,Low,1,0
29.0,1912189.0,Mumbai,534316,High,5,0
,1373925.0,Mumbai,1199343,Low,3,0
27.0,775257.0,Pune,901845,High,4,1
45.0,815032.0,Delhi,1318887,Low,4,0
48.0,401495.0,Delhi,1987954,Low,1,0
29.0,317286.0,Delhi,974719,High,3,0
36.0,1161915.0,Bangalore,391714,Medium,1,0
21.0,1323604.0,Pune,1885778,High,5,0
25.0,1118958.0,Mumbai,962896,High,2,0
24.0,1135026.0,Delhi,1010431,High,2,1
47.0,238575.0,Pune,945736,Low,1,0
60.0,1776056.0,Mumbai,333748,Low,1,0
24.0,1883980.0,Bangalore,1424598,Low,2,0
37.0,1697060.0,Hyderabad,695600,High,5,1
45.0,1114306.0,Mumbai,1261816,Medium,1,0
39.0,805599.0,Mumbai,1328128,Medium,5,0
60.0,1127906.0,Mumbai,669438,High,5,1
46.0,1196114.0,Hyderabad,1424899,High,3,0
31.0,805069.0,Delhi,1775926,Medium,5,1
26.0,1809391.0,Hyderabad,925530,Low,4,1
22.0,776469.0,Mumbai,776398,High,2,1
29.0,815760.0,Bangalore,1408696,Medium,2,1
53.0,1144506.0,Mumbai,360592,Medium,1,1
44.0,1854083.0,Bangalore,1029391,Medium,1,0
54.0,1129964.0,Pune,1882749,Low,3,0
35.0,319783.0,Bangalore,711916,Medium,3,1
21.0,361554.0,Mumbai,708234,Medium,4,1
,1133951.0,Hyderabad,1477582,Medium,1,1
29.0,379300.0,Mumbai,1444540,High,2,1
57.0,1856129.0,Mumbai,1312111,High,4,0
41.0,1298702.0,Pune,1012421,High,1,1
45.0,1303690.0,Delhi,1510970,Medium,4,1
62.0,1604460.0,Mumbai,350073,Medium,5,1
58.0,406422.0,Pune,634794,Low,5,0
46.0,913161.0,Hyderabad,392290,Medium,4,1
48.0,1000322.0,Pune,1845625,Low,1,0
57.0,321284.0,Pune,762561,Medium,5,0
39.0,1563202.0,Bangalore,1788096,Low,5,0
46.0,1443045.0,Delhi,1169518,High,4,1
60.0,1390866.0,Delhi,984609,Medium,5,1
39.0,1582311.0,Hyderabad,552028,Low,2,0
63.0,812529.0,Pune,1321139,High,5,0
38.0,1021154.0,Hyderabad,1474955,High,4,1
39.0,1035863.0,Hyderabad,809364,Medium,5,1
54.0,1431191.0,Delhi,1583309,Low,5,0
,504144.0,Delhi,714339,Low,3,1
49.0,1803785.0,Delhi,1643815,Low,4,0
53.0,1085697.0,Mumbai,1441547,High,4,1
41.0,1599467.0,Pune,1850419,Low,3,1
22.0,361686.0,Hyderabad,1277689,High,3,0
25.0,1965125.0,Pune,914751,Low,2,0
34.0,741889.0,Hyderabad,1861612,High,5,0
46.0,1866196.0,Hyderabad,1009244,Medium,1,0
29.0,1633974.0,Hyderabad,1598244,High,1,1
28.0,926903.0,Hyderabad,305291,Low,3,0
52.0,1709404.0,Bangalore,734409,High,4,1
51.0,581148.0,Bangalore,1986708,Low,4,1
25.0,1133796.0,Mumbai,1089554,Medium,2,1
60.0,1149014.0,Delhi,829164,High,1,1
55.0,490144.0,Hyderabad,1591658,Medium,4,0
21.0,1379015.0,Pune,767876,High,2,0
48.0,1488267.0,Bangalore,357147,High,2,0
,,Delhi,432895,Medium,3,1
20.0,492527.0,Mumbai,1139084,Medium,1,1
38.0,1391433.0,Delhi,926665,High,2,0
45.0,1813774.0,Hyderabad,1212657,High,2,0
44.0,1942964.0,Delhi,1792174,High,2,1
29.0,1928791.0,Hyderabad,1752179,Medium,1,0
34.0,1010713.0,Bangalore,926987,Low,3,0
41.0,1624558.0,Bangalore,535427,Medium,5,0
40.0,729129.0,Hyderabad,843268,High,4,1
41.0,1345780.0,Pune,717440,High,1,1
55.0,1308731.0,Bangalore,1617841,Medium,1,0
53.0,518457.0,Pune,504562,High,1,1
49.0,1766529.0,Hyderabad,552703,High,5,1
44.0,985428.0,Hyderabad,1037813,High,4,1
64.0,718985.0,Bangalore,383176,High,4,0
47.0,1397091.0,Pune,875097,High,2,0
20.0,1674042.0,Hyderabad,948320,Low,2,0
64.0,5526280.0,Bangalore,639765,Medium,3,0
23.0,1018408.0,Hyderabad,416440,Medium,1,0
26.0,867351.0,Delhi,585241,Medium,3,0
28.0,1352981.0,Delhi,1351554,Low,1,1
55.0,1826608.0,Bangalore,1483980,Low,4,0
38.0,,Hyderabad,647717,Medium,3,0
20.0,863468.0,Bangalore,532389,Medium,4,0
29.0,1801579.0,Mumbai,1603228,Medium,2,1
55.0,444826.0,Bangalore,1101521,High,4,0
28.0,1502432.0,Bangalore,689694,Low,5,0
64.0,963707.0,Delhi,1667524,Low,3,0
,719637.0,Delhi,772760,High,1,0
51.0,625426.0,Hyderabad,1926882,Low,4,0
51.0,1232018.0,Bangalore,1235652,Medium,3,0
25.0,1576236.0,Bangalore,1475774,Low,1,0
57.0,888722.0,Hyderabad,1614550,High,3,0
36.0,1303180.0,Pune,1207820,Medium,3,1
29.0,708410.0,Hyderabad,1679214,Low,5,0
46.0,1253465.0,Delhi,687344,Medium,4,0
54.0,1993493.0,Delhi,1510325,Low,5,0
40.0,1060180.0,Bangalore,1377677,Medium,2,0
,1018403.0,Delhi,800234,High,3,1
47.0,1823415.0,Hyderabad,540575,High,4,0
34.0,858561.0,Bangalore,682299,Low,2,1
23.0,1485806.0,Hyderabad,1879917,Low,2,0
48.0,436139.0,Hyderabad,436742,Medium,5,0
28.0,1881821.0,Bangalore,1195426,High,2,1
46.0,1338458.0,Pune,936854,Medium,1,1
45.0,500102.0,Delhi,1986515,High,1,0
38.0,1983187.0,Mumbai,441353,Medium,1,0
47.0,1516401.0,Mumbai,514730,Medium,2,0
36.0,301982.0,Mumbai,1401917,Medium,3,0
62.0,246870.0,Delhi,368069,Low,4,1
60.0,413328.0,Pune,758291,High,1,0
61.0,359224.0,Hyderabad,1801900,Low,1,0
39.0,1822925.0,Bangalore,627467,Low,1,1
64.0,388691.0,Pune,646482,Medium,5,0
59.0,782523.0,Mumbai,1058740,High,5,0
58.0,1191244.0,Delhi,1070532,Low,1,0
42.0,1862937.0,Delhi,710264,Medium,1,0
51.0,1784081.0,Bangalore,1007966,High,5,1
52.0,510495.0,Hyderabad,1332819,High,4,0
,1020173.0,Pune,751291,Low,3,1
62.0,613870.0,Pune,402591,Medium,4,0
53.0,1440962.0,Pune,1592008,Low,3,1
59.0,1512128.0,Hyderabad,1363747,High,2,0
30.0,721817.0,Hyderabad,604348,Low,2,1
22.0,1815767.0,Hyderabad,1746958,Medium,4,1
52.0,1988144.0,Bangalore,1817694,High,5,0
30.0,307042.0,Delhi,1130166,Medium,1,0
35.0,968013.0,Mumbai,1296023,Medium,2,1
37.0,856578.0,Hyderabad,1738259,High,5,1
49.0,1430220.0,Delhi,920909,Medium,5,0
29.0,1176302.0,Hyderabad,1081357,Medium,3,1
37.0,1743473.0,Mumbai,1019801,Medium,2,0
57.0,584333.0,Hyderabad,869366,High,4,1
38.0,833556.0,Delhi,1032286,Medium,5,1
55.0,1802969.0,Bangalore,976284,Low,4,0
32.0,1318210.0,Mumbai,1394408,Low,4,0
22.0,1628146.0,Delhi,932828,Medium,2,0
29.0,338691.0,Pune,1061140,Low,4,1
57.0,1653731.0,Pune,1939107,Low,4,0
20.0,1266802.0,Pune,1848720,High,1,1
46.0,1273898.0,Bangalore,1242552,Medium,4,0
27.0,1134382.0,Hyderabad,1594277,High,1,0
61.0,891572.0,Hyderabad,1905679,Medium,2,1
36.0,294835.0,Hyderabad,1121114,Low,4,0
28.0,1503603.0,Bangalore,1890353,High,5,0
25.0,273079.0,Pune,1728588,High,4,0
62.0,1272522.0,Hyderabad,1084646,Low,1,0
44.0,1935676.0,Bangalore,1276738,Low,5,0
58.0,1097165.0,Bangalore,1200126,Medium,2,0
47.0,1255829.0,Delhi,1668421,Medium,3,1
52.0,279311.0,Hyderabad,538047,Low,3,1
56.0,1019245.0,Pune,1491100,Low,1,0
28.0,1181835.0,Mumbai,1115067,High,2,0
37.0,1145136.0,Bangalore,529355,High,2,1
40.0,1559085.0,Delhi,1447908,Medium,4,1
,1840457.0,Mumbai,721149,High,3,0
,1154940.0,Bangalore,1776373,Low,4,0
57.0,1398061.0,Delhi,1780073,Low,2,0
59.0,426833.0,Hyderabad,1204646,Low,1,0
55.0,762773.0,Delhi,976547,Low,1,0
62.0,1447880.0,Bangalore,1766494,Medium,5,0
56.0,1097936.0,Hyderabad,1616998,Low,1,0
34.0,,Pune,1524214,Low,3,1
47.0,1726375.0,Delhi,359722,Low,5,0
37.0,1562617.0,Mumbai,580180,Low,3,0
53.0,1253580.0,Hyderabad,1461607,Medium,4,0
41.0,1556644.0,Hyderabad,979943,Medium,4,0
30.0,1663301.0,Pune,1156676,High,1,1
32.0,1237140.0,Delhi,440548,Medium,5,0
23.0,,Mumbai,1943718,Medium,3,0
41.0,1816419.0,Pune,394805,Medium,3,1
26.0,1656454.0,Delhi,731843,High,2,1
62.0,1366691.0,Mumbai,1262945,Low,1,0
43.0,1090648.0,Mumbai,1207735,High,4,0
23.0,1052362.0,Bangalore,455826,Low,2,1
47.0,378475.0,Mumbai,1846689,Medium,4,1
34.0,498509.0,Delhi,1106411,Low,4,1
20.0,1572908.0,Pune,1156878,High,3,1
22.0,1979996.0,Pune,492233,Low,4,0
33.0,560777.0,Bangalore,598166,Low,5,0
57.0,1144177.0,Delhi,1280761,Medium,4,0
20.0,1312047.0,Mumbai,1877317,Low,5,0
57.0,610372.0,Bangalore,1138007,Low,4,0
57.0,,Hyderabad,1930124,Medium,2,0
40.0,594861.0,Delhi,1568549,High,3,0
48.0,1569796.0,Bangalore,1440438,Medium,2,0
24.0,1736377.0,Pune,1520353,Low,3,1
,1889339.0,Bangalore,878317,Medium,2,0
47.0,1192855.0,Hyderabad,1745969,Medium,1,0
40.0,250151.0,Delhi,1155397,Low,4,0
26.0,1840248.0,Bangalore,857240,High,4,0
22.0,562009.0,Mumbai,1867007,Medium,1,1
64.0,757829.0,Delhi,1581085,High,1,1
39.0,272847.0,Bangalore,1324506,Medium,5,0
38.0,942459.0,Bangalore,945113,Low,2,0
54.0,,Delhi,510381,Low,4,0
23.0,1037387.0,Pune,1737725,Medium,5,1
24.0,1126794.0,Mumbai,954247,Medium,4,0
20.0,693570.0,Delhi,1370372,Medium,1,1
23.0,1176446.0,Mumbai,481420,Low,5,1
31.0,1986603.0,Mumbai,639557,Medium,5,1
46.0,623359.0,Delhi,813151,Low,5,1
61.0,1142013.0,Bangalore,1532981,Medium,2,0
42.0,1598500.0,Pune,1628442,Low,5,0
,892101.0,Mumbai,1043451,Medium,4,1
40.0,1668690.0,Mumbai,1461337,High,2,1
43.0,717649.0,Bangalore,1951962,High,4,1
44.0,299919.0,Delhi,1596956,Low,5,1
64.0,1623574.0,Pune,849546,Medium,5,1
51.0,5861288.0,Mumbai,573850,High,4,1
51.0,1442596.0,Mumbai,1115375,Medium,3,0
24.0,1834632.0,Delhi,1150756,Medium,5,0
55.0,1291838.0,Bangalore,834640,Medium,5,1
61.0,,Hyderabad,334497,High,2,0
61.0,744893.0,Bangalore,1685865,Low,4,0
58.0,802878.0,Mumbai,1000334,High,5,1
35.0,490375.0,Mumbai,1184754,Low,4,0
,1852261.0,Pune,1207091,High,2,0
40.0,1325699.0,Bangalore,851516,Medium,4,0
28.0,1597931.0,Hyderabad,1868472,Medium,4,0
25.0,631838.0,Pune,1357458,Medium,2,1
64.0,1407540.0,Hyderabad,554962,High,5,0
54.0,1200783.0,Pune,1495916,High,4,1
58.0,1055742.0,Bangalore,632990,Low,3,0
41.0,368767.0,Mumbai,1591756,High,5,0
60.0,1908365.0,Hyderabad,1635183,Low,2,0
24.0,859966.0,Bangalore,376789,High,1,0
61.0,1646270.0,Hyderabad,385940,Medium,3,1
42.0,1887244.0,Bangalore,1266818,High,5,0
36.0,1725608.0,Pune,1556122,Medium,2,0
31.0,895494.0,Bangalore,988422,High,3,0
42.0,663179.0,Pune,390690,Low,5,1
35.0,356547.0,Mumbai,1224744,High,1,1
22.0,1052609.0,Pune,1215175,Medium,5,1
49.0,877090.0,Delhi,798364,High,1,0
41.0,1400761.0,Mumbai,301585,Low,1,0
28.0,1923947.0,Bangalore,614676,Low,4,0
48.0,255746.0,Bangalore,703757,Low,2,1
56.0,1946789.0,Delhi,567571,Low,4,1
42.0,368393.0,Bangalore,905444,High,1,0
32.0,483453.0,Mumbai,545954,Low,2,0
51.0,1961280.0,Mumbai,1881897,High,2,0
42.0,793167.0,Pune,986430,High,2,0
64.0,1840456.0,Hyderabad,1985322,High,3,1
36.0,1595448.0,Bangalore,312199,Low,5,0
59.0,,Delhi,827219,Low,1,0
40.0,1970358.0,Mumbai,1428955,High,2,0
21.0,995016.0,Mumbai,487265,High,3,1
56.0,848843.0,Mumbai,751005,High,3,1
25.0,1604022.0,Hyderabad,554031,Medium,1,0
63.0,1108840.0,Hyderabad,779976,Medium,4,0
37.0,1791694.0,Bangalore,458393,Low,3,0
49.0,1465473.0,Delhi,1147464,Medium,1,0
41.0,,Hyderabad,1356212,High,3,0
52.0,,Pune,1153828,High,1,0
49.0,1342454.0,Hyderabad,420249,Low,2,1
36.0,1373983.0,Mumbai,1202050,Low,4,0
62.0,841157.0,Delhi,577133,Medium,3,0
51.0,457716.0,Bangalore,1399662,High,3,0
61.0,1007827.0,Hyderabad,1068901,Low,3,0
33.0,1265314.0,Mumbai,1058031,Low,5,0
29.0,5529116.0,Pune,1853750,Medium,5,0
55.0,1921841.0,Pune,1842267,Low,2,0
53.0,1791920.0,Bangalore,1646782,Medium,3,1
28.0,1758817.0,Bangalore,755341,High,4,0
61.0,1632376.0,Hyderabad,854686,Medium,5,1
47.0,839604.0,Bangalore,1156715,Low,1,1
30.0,,Mumbai,1189128,Medium,1,0
33.0,1827282.0,Mumbai,1419350,Medium,1,0
58.0,1023622.0,Mumbai,1089266,High,2,0
38.0,226014.0,Hyderabad,1658923,Medium,3,0
34.0,1246737.0,Hyderabad,607820,Low,3,0
47.0,1976935.0,Bangalore,1899094,Low,5,0
,381350.0,Hyderabad,1679184,High,1,0
27.0,1111995.0,Mumbai,815329,High,2,0
62.0,988212.0,Delhi,393715,High,4,1
28.0,684859.0,Mumbai,1763926,Low,3,1
52.0,914618.0,Delhi,531048,Medium,3,0
52.0,690339.0,Bangalore,1094622,Low,2,0
38.0,242192.0,Pune,1437940,Low,5,0
22.0,1176804.0,Hyderabad,959710,High,2,0
29.0,1091307.0,Hyderabad,1168004,High,5,0
59.0,1208008.0,Mumbai,459772,Medium,3,1
61.0,1609849.0,Mumbai,372146,Medium,5,0
20.0,243923.0,Delhi,1456130,Medium,5,0
48.0,1862060.0,Hyderabad,1246924,Medium,5,1
53.0,1775259.0,Bangalore,587321,Low,5,0
32.0,1613169.0,Mumbai,1781443,Medium,1,0
20.0,1632467.0,Hyderabad,1556354,Low,1,0
53.0,952744.0,Pune,1402915,Low,1,1
48.0,1657571.0,Delhi,1135714,Medium,1,1
32.0,795316.0,Mumbai,472142,Medium,2,0
48.0,1147226.0,Mumbai,491775,Low,4,0
58.0,1648903.0,Bangalore,1711758,High,5,0
43.0,966751.0,Mumbai,980766,Medium,2,0
45.0,865344.0,Hyderabad,1873930,High,1,0
36.0,1079608.0,Hyderabad,501578,Low,5,1
26.0,1976264.0,Hyderabad,1663660,High,4,1
32.0,1503891.0,Pune,1610379,Low,5,0
24.0,1537644.0,Pune,1923333,High,3,1
45.0,645919.0,Mumbai,525843,High,3,0
22.0,1543297.0,Pune,1323602,High,2,1
26.0,338783.0,Pune,1745906,Low,4,0
58.0,1858412.0,Bangalore,1197570,Low,2,1
20.0,1505864.0,Pune,424648,Low,5,1
36.0,1741661.0,Delhi,1584090,Medium,4,0
62.0,695187.0,Delhi,1311930,Low,2,0
44.0,1897957.0,Delhi,889421,Medium,5,0
22.0,1484411.0,Mumbai,1369821,Low,1,0
34.0,1600568.0,Hyderabad,811163,Medium,5,0
48.0,,Bangalore,1457150,High,2,0
62.0,994686.0,Mumbai,1391842,High,4,0
51.0,587554.0,Hyderabad,1057079,Low,4,0
45.0,953315.0,Bangalore,1230099,Medium,1,0
35.0,670336.0,Bangalore,393254,High,2,1
44.0,1123469.0,Bangalore,1912082,High,1,1
47.0,1456648.0,Delhi,718359,Medium,3,1
28.0,1496605.0,Delhi,1551348,Low,5,0
20.0,1457623.0,Delhi,1839968,High,3,1
48.0,565169.0,Bangalore,1880651,Low,3,0
41.0,330509.0,Bangalore,774676,Low,1,1
35.0,962072.0,Delhi,869574,Medium,1,0
60.0,1543683.0,Bangalore,1610801,Medium,5,0
63.0,727561.0,Delhi,1875869,High,1,1
60.0,739618.0,Delhi,1422520,Medium,1,1
26.0,352566.0,Delhi,1479982,High,1,0
33.0,800710.0,Hyderabad,423438,High,1,0
48.0,1108521.0,Bangalore,1425215,High,1,0
38.0,203212.0,Mumbai,1406793,Low,3,1
38.0,432131.0,Delhi,1980112,Low,3,0
21.0,676657.0,Mumbai,934545,Medium,5,1
60.0,1860458.0,Hyderabad,849457,Medium,4,1
64.0,1380728.0,Bangalore,1575678,High,5,1
34.0,1543395.0,Delhi,1457823,High,2,1
22.0,1270583.0,Delhi,454524,Low,5,1
30.0,838093.0,Delhi,1243758,Low,5,0
49.0,1593361.0,Mumbai,500505,High,1,0
59.0,1868679.0,Hyderabad,1143542,High,1,1
37.0,1033247.0,Bangalore,1930117,Medium,1,0
21.0,525737.0,Hyderabad,763400,High,4,0
,1760740.0,Delhi,899498,High,1,0
27.0,278038.0,Hyderabad,1440822,High,2,0
41.0,1220998.0,Mumbai,975330,Low,3,0
25.0,1604619.0,Pune,697010,Low,2,0
31.0,990168.0,Pune,1902048,Medium,4,0
59.0,1265049.0,Bangalore,522167,Medium,1,1
55.0,853059.0,Bangalore,1298384,Medium,5,1
34.0,1374377.0,Hyderabad,1721898,High,3,0
47.0,1094030.0,Bangalore,1911229,High,4,0
64.0,810911.0,Mumbai,855505,Low,2,0
37.0,1756828.0,Delhi,1322858,High,1,1
21.0,1473673.0,Delhi,1877915,High,4,0
32.0,,Hyderabad,1431238,Low,4,0
,1464509.0,Delhi,1287584,Medium,5,0
34.0,6273236.0,Hyderabad,968235,High,5,0
39.0,921167.0,Bangalore,1156323,Low,5,0
48.0,6116536.0,Bangalore,713208,Low,2,1
61.0,1638098.0,Mumbai,942247,Medium,5,1
48.0,224220.0,Delhi,1531310,Low,4,0
22.0,784819.0,Mumbai,557962,Medium,4,0
38.0,1620722.0,Pune,1717309,Medium,4,0
22.0,707409.0,Mumbai,1329116,Medium,3,1
33.0,897785.0,Hyderabad,1595711,Medium,3,0
59.0,209387.0,Hyderabad,358475,Medium,2,1
23.0,445752.0,Mumbai,593218,Low,5,0
30.0,801103.0,Bangalore,1940916,High,4,1
50.0,,Pune,1895486,Medium,5,0
62.0,769071.0,Mumbai,1591107,Medium,4,1
51.0,1943745.0,Bangalore,1986571,High,3,0
46.0,909687.0,Mumbai,1546663,High,4,0
49.0,848782.0,Delhi,1038234,Medium,2,1
62.0,1888678.0,Hyderabad,392543,High,1,0
21.0,450139.0,Delhi,1913846,Medium,4,0
28.0,700228.0,Delhi,1538717,Low,2,1
47.0,7659172.0,Pune,1000438,High,3,0
50.0,1946197.0,Bangalore,1990857,High,3,1
53.0,1060020.0,Hyderabad,1792665,Low,1,0
34.0,1134499.0,Delhi,1501484,High,5,0
44.0,1495085.0,Hyderabad,1866822,Low,5,0
55.0,213580.0,Bangalore,892371,Medium,4,1
27.0,1791104.0,Mumbai,1451803,High,3,0
28.0,978639.0,Delhi,1266479,High,2,0
56.0,1594166.0,Bangalore,1152427,Low,1,0
64.0,668968.0,Hyderabad,1678492,Medium,5,0
58.0,1090965.0,Bangalore,714046,Medium,4,1
51.0,978559.0,Mumbai,1152548,Low,4,0
36.0,1732239.0,Bangalore,1494087,High,3,1
54.0,628082.0,Hyderabad,435787,High,2,0
56.0,805262.0,Delhi,981467,Low,2,0
38.0,1846265.0,Delhi,1314804,Low,5,0
63.0,413165.0,Pune,343394,Low,4,1
48.0,605427.0,Hyderabad,600809,High,3,0
26.0,652201.0,Pune,1597238,Low,2,1
47.0,1412916.0,Pune,821424,Medium,4,0
28.0,910731.0,Mumbai,463497,Low,2,1
47.0,504960.0,Hyderabad,753090,Medium,1,1
25.0,1338036.0,Delhi,1783224,Medium,2,0
,1554832.0,Hyderabad,955041,Low,2,0
36.0,1299624.0,Mumbai,1170792,Medium,4,1
35.0,1979382.0,Hyderabad,1819226,High,2,0
42.0,1381426.0,Hyderabad,1856995,Low,2,0
50.0,1726769.0,Pune,1847451,High,1,0
22.0,936200.0,Hyderabad,1195321,High,2,0
40.0,1222805.0,Pune,514367,Medium,2,0
45.0,1144793.0,Pune,650748,High,4,0
55.0,506932.0,Bangalore,696885,High,3,0
61.0,466891.0,Mumbai,1428494,Low,1,0
56.0,,Pune,1232940,Low,2,0
41.0,724333.0,Hyderabad,1039670,High,3,0
61.0,,Pune,991390,Medium,4,0
31.0,1780622.0,Pune,1877502,Medium,1,1
61.0,1111508.0,Pune,499474,Low,4,1
32.0,1927373.0,Delhi,1405576,Low,3,1
30.0,1923521.0,Delhi,309251,Low,1,0
35.0,340926.0,Delhi,1750740,Medium,2,0
27.0,,Delhi,614791,Low,3,1
59.0,1043382.0,Bangalore,1807515,High,4,1
59.0,872709.0,Pune,1839598,Medium,1,0
64.0,1925284.0,Bangalore,1588525,High,3,1
